,Rating,preprocessed_text
1382,4.0,even though place huge could find place sit initially around finally got place sit food bar good service prompt get table dj played nice bollywood song overall nice place recommend book table go planning visit weekend
1383,3.0,dj play place really good went group people enjoyed lot downside food drink service really slow number waiter le compared seating strength place people bar counter suck big time talk properly give respect try loot saying half low price drink available
1384,3.0,lal street good first time today went booked table given table asked stand bar wait nearly staff arranged table u entertain u take order sat around another half hour requesting waiter take order suddenly saturday night music went loud started hurting ear able talk even sitting side side everyone want saturday night groovy music literally hurting ear doubt music played dj awesome making everyone dance floor food fine though ambience good
1385,5.0,good place hangout buddy pal dj turn dance floor place get crowded weekend ambience make stay enjoy drink
1386,4.0,ambience saturday evening visited place got stock market price fluctuation system beverage could order app lal street read dalal street stock exchange actually listed term food ordered two preparation cheese chilly toast well prepared lot chilli lal special pizza upto mark coming reviewer kolkata hit right price alcohol really cheap ordered black dog triple gold reserve around inr definitely bang party place requires little improvement come food
1387,4.0,awsme place hangout wid frnds joker poster outstanding loved place service guy served u also worked well
1388,5.0,place like home hindi dj song take u next level croud decent nd friendly food awesome specially loaded french fry
1389,3.0,look interesting entrance intriguing ambience food good staff cooperative le responsive seating arrangement comfortable person relax paneer kathi roll must
1390,4.0,good food option decent service expensive dark ambience lunch time lively though expect evening would crowded
1391,4.0,give millennial pub vibe nice ambience food stock exchange theme always give different fun feel crowd also good one star deducted service department felt need improvement
1392,4.0,best thing tl dj dj played good collection song separate dance floor major plus point ambience good food average service prompt good place sat night
1393,1.0,waiter specially manager srini worst rude person suggest never go place treat people getting food free
1394,4.0,visited saturday evening place full crowded took time get table though booked online drink price keep changing stock market exchange price speciality bar dance floor ambience music everything good
1395,4.0,pricing interesting one see higher drink get sold price ambience look decent dance floor big starter menu good cheese ball chicken started pricing seems expensive starter compared similar restaurant
1396,2.0,place complete let lunch sunday disappointed veg stack western section actually spicy paneer basically spicy filling slice paneer topped chilli sauce dish took min come served min staff lost seemed recovering late night saturday saving grace drink unless want go drink drink skip place
1397,3.0,great place awesome music great ambiance waiter unfriendly though recommend place fun atmosphere good music
1398,5.0,sunday afternoon place quite empty afternoon starter n drink quite expensive zomato gold applicable became quite reasonable people ceaser salad best city
1399,4.0,great ambience service good food ok like le spicy food spicy liked bar exchange sort thing enjoyed visit must go atleast
1400,5.0,excellent experience spiced thank krishna monaj excellent food service full happy enjoy food service thanks team
1401,5.0,excellent great experience krishna taken care u chef pankaj served special dish u go
1402,4.0,visited ab time always staff friendly welcoming decent ambiance wide variety food must visit barbecue lover
1403,5.0,varun sandeep done excellent job awesome hospitality excellent food ambience recommend tommy college family member
1404,5.0,excellent food excellent service mr krishna ijujal full happy either food service thank gay thank ab coming thank
1405,5.0,food awsome service provided krishna ijual wonderful totally satisfied taste service hence provided five star rating
1406,5.0,excellent service nandan rahmat ripan feeling happy management awesome expect come soon ab service boy fantastic
1407,5.0,food absolutely fantastic service given bahadur rahmat guy take care service visit
1408,5.0,excellent food excellent service mr bahadur rahamat ripen fully happy service also thing excellent visit soon love ab
1409,5.0,nice food family coming restarent coming nice sarvice good food nice stater mean course staff nice sarvice staff name shekhar santhu sarvice nice
1410,5.0,excellent sarvice nice food nice staff nice politley sarvice srtaters nice desert goood nice sarvice staff name shekhar santhu sarvice nice
1411,5.0,love food service mr pankaj chef give excellent food love fry prowns fry fish visit weldon ab pankaj
1412,5.0,good delicious food ever ate hyderabad punkaj u done good work u r excellent ur communication happy thank u sandeep
1413,5.0,service good staff treated u well especially bahadur attentive happy serve team good experience lunch ab
1414,5.0,awesome experience fantastic service wonderful giving nandan varun guy friendly good manner way talking polite courteous
1415,5.0,serving u courteous service top class bday impromptu brought cake made day even better taste asusual excellent
1416,4.0,visited office friend first thing first staff polite prompt kept asking bring u next kept trying feed u even asked change barbecue seemed one hot enough server tried explain much heat good might food insisting politely changed barbecue coming food vegetarian variety dish paneer mushroom crispy corn potato etc starter yes place good enough vegetarian vegetarian starter basic chicken fish prawn mutton seek kabab must try etc main course like buffet place interesting noodle one personal favourite little disappointing sweet section would make anyone happy thing notice even though stayed till outlet almost going close sweet cornor refilled time kudos server made happy experience
1417,5.0,nice experience ab gochibowli really guy friendly polite mainly gobind manoj guy serve well
1418,5.0,excellent food excellent service bahadur fully happy thus serve v also visit soon love ab item excellent also
1419,5.0,friendly people enjoyed lot nice food good ambience bahadur rahman vipal superb served well celebrated anniversary
1420,5.0,amazing place excellent place atmosphere star food star service star music star service md alam montu amazing overall experience star
1421,5.0,nice place shivam nice polite served good food place usually crowded prior booking save food good overall good experience
1422,5.0,place nice good good people also glfriendly nice service really amazing thank much shivam thanks service
1423,5.0,excellent food excellent service krishna shivam osama every ambience really good time really like thank much
1424,5.0,one best restaurant ab delicious food starter simple awesome service fantastic guy quickly ambience also nice dessert excellent wish grill good
1425,5.0,service extremely good food also better barbecue ali mantu serviceboys really good patient served u well
1426,5.0,great experience staff really friendly brisk service provided ali matmtu particularly caring amazing experience visiting second time
1427,5.0,nice food nice service ambiance also great wonder people manage good food good service great job keep liked kind non veg veg crispy corn thanks ali mantu thanks good service u
1428,5.0,ali mantu arphan served awesome excellent food fish item special veg manchuria item specially prepared u desert cake complimentary cake special amazing thanks
1429,5.0,visited ab gachibowli bbq top class especially live counter must say abt desert well good toooo good felt home hospitality ali manto excellent
1430,5.0,excellent serving food awesome ali monto service awesome food good service nice like family
1431,5.0,excellent food excellent service krishna full happy food service like live contar thanks guy thanked hospital
1432,5.0,food excellent server friendly helping u time especially krishna friendly took care u well planning visit soon enjoy food hospitality
1433,5.0,excellent food nice place dinner situ shantanu helped well choose best dish attended politely prawn must try
1434,5.0,bahaddur good service awesome taste tooo good love ab gachibowli insha allah soon visit visit time month inshaa allah
1435,5.0,excellent service staff attentive kitchen made u special dish eating chicken waiter krishna attentive gave excellent service recommended family friend
1436,5.0,good interaction chef directly suggesting special item per taste good experience time special thanks chef pankaj
1437,5.0,best barbeque city across many city food quality food taste food variety everything awesome best part service waiter well trained polite would simply love restaurant vallet parking
1438,5.0,food good lot option non veg highlight chaat item pasta service good though veg option also due heat get little suffocating bcos heat grill
1439,5.0,excellent service maintain caring customer need staff maintains good enjoyed lot food ice cream infrastructure
1440,5.0,nice time good ab gachibowli sheff pankaj polite specially made dish request overal star experience good
1441,5.0,delicious food lot variety non vegetarian quite delighted prompt service starter main course dessert excellent
1442,5.0,excellent food excellent service bahadur rahamat ripen fully happy service also excellent environment also visit soon love ab
1443,5.0,excellent food excellent service nandan santun fully happy service also visit soon also try lot verity manager friendly
1444,5.0,yesterday went teammate served delicious food nature serving boy recommend everyone visit ab making day star service food thanks hopefully visit
1445,5.0,overwhelmed service food would recommend others get back soon rahamat assigned food order amazing service thanks rahamat
1446,5.0,excellent service bahamas reheat quality service also excellent hospitality marvelous also ambience desert choose bird section great
1447,5.0,good time food excellent ambience rehmat service excellent mexican fried ice cream must try starter good
1448,4.0,fine dine place variety cuisine available try usually starter delicious get tummyfull still hop meal also good liquor available good crowd one thing work heat grill evry table giant grill pantry temperature regulated get little cold balance thr heat grill tissue paper handkerchief second hand enjoying food
1449,5.0,great ambience staff responsive friendly sittu santunu badal must visit place food lover u looking buffet best place try
1450,5.0,izazul bahadur ripan good service kebab sizzlers live counter service extraordinary ambience nice dessert mouth watering
1451,5.0,went ab yesterday dinner excellent food attentive helpful steward overall wonderful experience advice keep space dessert special mention ali monty extremely helpful
1452,5.0,ali muntu fantastic service food service excellent table service good hygenic atmosphere welcoming warm staff friendly supportive took good care u
1453,2.0,need improvement veg barbecue many choice non veg low choice veg today visited restaurant team member member vegetarian
1454,4.0,felt somewhat bigger compared jubliee hill branch passage covered main course dish complete restaurant looking like crowded coming taste yes asusual ab always perfect taste variety item time also satisfied enjoyed food maximum
1455,5.0,place awesome great service shantanu badal awesome service food also great great family visit thanks awesome service
1456,5.0,rahamath bhahadur one best serving dish food simply amazing point definitely visit happy face
1457,5.0,good food nice service friendly environment desert really good american cheesy potato must try visit free one person rahamat provided u excellent service really happy
1458,5.0,nice restaurant must visit place food damn good stater main course etc everything lit special thanks bahadur rahamad surjet making day special loved service thanks alot
1459,5.0,best place celebrate special occasion love one staff courteous make feel home make sure taste delicacy fully satisfied thanks bahadur others excellent service always love come back place every occasion thanks guy
1460,5.0,excellent food excellent service bahadur rahamat surjeet fully happy service also visit soo n love ab mmm
1461,5.0,excellent food excellent service bahadur rahamat surjeet fully happy service also visit soon love ab
1462,5.0,celebrate anniversary fun tummy full amazing food starter main course side dish dessert right end traditional celebration process song cake cut kind helpful staff made day thank
1463,5.0,good experience great dinner experience shantanu situ great come love ab keep great team love
1464,3.0,visited place friend strong recommendation great review seen honest live great review great reputation food spread huge many variety big thumsup quality food wow average prawn barbeque chicken average service good taken good care ambience ok feeling hot sweating inside average ok experience
1465,5.0,excellent service shantanu situ excellent food great experience together thank ab looking forward see visit
1466,5.0,nice food excellent service hospitality specially nandan varun grill desert excellent specially pan ice cream
1467,5.0,excellent food ambiance one definitely visit service provided nandan varun nandan cool egg pellet
1468,5.0,excellent food good service good value money nice ambience wish everybody try restaurant u satisfied thank md alam
1469,5.0,friendly helpful customer service ijajul good food wide variety starter regular customer good spicy fish good enjoyed finally
1470,5.0,food tasty good service would love appreciate service nandan varu well done guy keep visit soon
1471,5.0,excellent food excellent service providing nandan varun fully happy service also visit soon love thank ab guy
1472,5.0,absolute awesome experience gone mom loved alam around good help vgood v go vgood vvvvvvvvvvvvv
1473,5.0,nandan varun excellent awesome service please vosit request service keep good treat everyone good possiible like
1474,5.0,good experience today satisfied service food ali shantanu good visit keep love ab thanx
1475,5.0,best service especially bahadur pleasant gentleman helping u overall good experience food service
1476,2.0,seeing rating somehow disappointed starter okay main coourse limited mean like common fr buck dey provide le item dessert good mexican fried icecrm smething tried fr first tym menu limited quality cake pastry bad frnds nd could sense foul smell nt fresh coming special item duck rabbit squid quail live chef cooked item way sauce could feel difference special dish place nt properly built could smell smoke cooking burning well staff courteous polite special mention lassi favrte aam panna lit
1477,5.0,new job party lot fun food absolutely stupendous staff welcoming kudos table coordinator shekhar took care every request keep good work
1478,5.0,fabulous food fantastic service happy service also visit soon love ab
1479,5.0,hey birthday today ali shantanu made amazing food good hospitality top notch dahi kababs something tried first time cheer restaurant service thank good time
1480,5.0,food amazing service given ali shantanu delight would love come back soon ambience par food came birthday expect people singing pleasant surprise
1481,5.0,nice food good sarvice nice sarvice good food nice please nice desrets staff name shekhar mantu sarvice nice sarvice
1482,5.0,amazing place hangout frendz even provide cake different occasion birthday anniversary etc play music background amazing concept starter amazing veg starter le compare non veg everything yummy main course good dessert staff concerned coming table regular internal staff food ambience
1483,5.0,nice food option starter main course sweet dish host ali made sure treated really well change required immediately accommodated
1484,5.0,thank bahadur nice gesture welcoming love way taken care order wish receive gesture thanks
1485,5.0,shantanu ali team given great experience time experience ab suggest friend visit refer read approach great experience
1486,5.0,shantanu ali excellent awesome service please visit request service keep good service treat everyone good possible like
1487,5.0,best place hangout rahamat bahadur served good happy service also visiting soon love ab
1488,5.0,occasion good good waiter friendly loved last time anniversary lovely hence revisited visit sure tasty food desert tasty excellent food amazing ambience importantly fantastic service people
1489,5.0,foood tasty goo love appreciate service surajit iijual mahali well done guy keep
1490,5.0,nice food excellent service hospitality specially rehmat grill desert excellent specially pan ice cream
1491,5.0,excellent food excellent service providing mr bahadur vrahamat ripen fully happy service also visit soon love
1492,5.0,place first time absolutely loved experience service would come back everytime visit hyderabad must try
1493,5.0,love food service mr chef pankaj bhadur give excellent excprince today like crispy corn chef special mutone paan shot ice cream
1494,5.0,waiter bahadur well spoken serf fast rahmath ripun good job happy service also lovely pic visit soon love ab
1495,5.0,good food ambiance one definitely visit service provided awesome even nandan cool egg pellet therw
1496,5.0,food pretty good service awesome experience kind service anywhere good food made chef pankaj excellent
1497,5.0,nice food service good staff good stater desert staff politely nice place good staff name shekhar mantu sarvice nice
1498,5.0,v good service food nice great service staff good nice polityly good food staff good staff name shekhar mount good
1499,5.0,nice food good stater nice staff good service many type stater bufect daserts nice staff name shekhar mount sarvice nice
1500,4.0,good atmosphere eat serving serving experience every time go kfc wing ever favorite kfc
1501,5.0,ordered zinger double hot crispy chicken taste good packaging good really liked kfc sticker outside made assured food tampered delivery zomato also time hoping kfc would consider bring option grilled baked chicken item food healthy
1502,1.0,word bad service ever wish outlet would close forever staff oh yeah staff give fuck customer brand kfc guy common guy kfc one care review zomato fuck outlet
1503,1.0,chicken peace frided properally quantaty quality bad seriously disappointed day offer many people exacted u r offer u r mainted proper quaility really disappointed never ever ordered
1504,3.0,burger okay chicken piece good confused find piece chicken please look good piece chicken people ordering online else kfc start loosing customer
1505,3.0,decent ambience setup lot space kind expected franchise fast service inefficient multiple occasion gave wrong order
1506,1.0,bad experience place multiple time management sense customer experience people working dont even respond customer properly ordering check inventory wait min order served even item missing asked long would take responded vaguely iam planning visiting place ever
1507,3.0,team outing party ambiance great food good service slow main thing staff polite smile face rating
1508,4.0,ordered using zomato app ordering simple responded fast food delivered within minute order happy experience burger good chicken leg still warm succulent rice small chicken nugget also excellent though quantity seems little le
1509,2.0,service slow took minute prepare order still food cold kfc quality also gone chicken okayish even ac working restaurant peak summer time
1510,1.0,ordered zinger box meal chicken inside raw piece burger recommend kfc hygiene cooking
1511,1.0,know going wrong kfc brand wrong every aspect proper management customer counter food serving upto mark used fan kfc slowly loosing interest going bad experience coke served sweet without soda though sweet water chicken served hot quality rice providing going day day management please look else loosing lot patron high time think
1512,1.0,march ordered piece smoky grilled worth rupee zomato instead getting three piece order given piece order hot crispy called customer care assured call back didnt approached zomato told nothing twist tale instead refund replacement given ruppes zomato credit would really recommend order place customer treatment pathetic since corporate order strongly recommend food committee order anything kfc bulk
1513,1.0,worst service spoke franchise owner know hyderabad told ca business high quality ingredient please go kfc restaurant
1514,5.0,frequently order frm kfc every time come happiness love chicken wing kfc food quality good fresh rice bowlz spcly love cooky biscuit never got delayed order delivery boy trained thank much providing u good food
1515,1.0,ordered rice chicken porpcorn mealbox gave rice box popcorn bad experience trusted place
1516,4.0,like kfc place backup option plan case dont anywhere go food home cheap tasty especially good cheat day
1517,1.0,understand want deliver kfc show available everytime place order time get declined payment worried refund come food craving order hopefully disappointed end food always good kfc delivery service worst
1518,1.0,got wrong order
1519,1.0,ordered big meal cheated sent big bucket never order least read order correctly
1520,4.0,place also ordered zomato chicken stuff best chicken wing fried chicken chicken burger etc avoid stuff like rice bowl good place okay slightly crowded time
1521,5.0,yehh good kfc food like want eat every time love lotttt soo friend go eat itt enjoy ittt
1522,1.0,knw reason everytime particular branch kfc decline order however branch r far dan dis beanch accepts order blame kfc whole branch gachibowli ridiculous u want decline order den u evn take ordrs frm zomato
1523,1.0,never go potato krisper burger bad taste guy add imli chutney taste like hell eating never go
1524,1.0,one piece missing
1525,1.0,dip delivered order incomplete
1526,2.0,quantity le
1527,4.0,well love kfc mean apart usual slip mistake kfc always tasty treat ordered double zinger burger loved big fan devil wing super charger awesome
1528,1.0,kfc
1529,3.0,nothing bad nothing good service expected hygienic order taken good order completed expected time good parking space good good good something little dull place joint
1530,3.0,received pepsi
1531,4.0,ok big fan kfc kinda really like zinger one meal day really freaking clue straight away go go fill ur belly burger
1532,3.0,local food tasting better branded one
1533,1.0,experience terrible snacker longer tasted exactly coating coming fried chicken see find something fishy attached picture hint x
1534,4.0,visited kfc ordered triple treat smokly grill favorite service delay saturday rush fine maintenance clean overall kfc best hope visit
1535,3.0,cold food hot pepsi bad combo
1536,3.0,smaller piece time
1537,1.0,ordered something recieved something else
1538,3.0,usually give bucket time jus paper box piece good got
1539,3.0,earlier bad experience restaurant quality bad ambiance terrible see quality improved ambiance improved much hygiene
1540,1.0,eagerly waited food kid half order delivered spent rest time chasing rest order
1541,1.0,zomato kfc cheating employee since order placed zomato app delivered kfc people none willing take responsibility even order delivered two hour sad part zomato refunding money mean customer paying meal
1542,3.0,taken lot time delivery
1543,5.0,good always
1544,4.0,took friend brother early lunch meal sunday restaurant pretty empty pretty good meal service fabulous kid spilled drink offered another one
1545,2.0,burger quality decreased
1546,1.0,great food worst attitude staff member especially rude never accepted fault taking order wrongly made stand queue order god know got star badge
1547,2.0,piece hot n crispy got piece injustice n paid full price
1548,5.0,one best chicken place ever ambience good nice place hang friend staff good menu extensive delicious pocket friendly place chicken lover personal fav zinger box chicken zinger hashbrown piece chicken coke worth
1549,1.0,really slow delivery hopeless response questioned order ca served time atleast inform customer ahead
1550,4.0,kfc good good kfc p nobody cn resist juicy chicken leg love popcorn chicken smoky grill
1551,1.0,ca order address ever leo switching back swiggy ordering something else green grace apartment khajaguda village adj oakridge international school available order
1552,5.0,good food
1553,1.0,ordered zinger burger zomato took two hour delivery complained delay say saying provided perfect order
1554,1.0,review order delivery disappointed
1555,5.0,order fresh yummy
1556,2.0,burger quality good
1557,1.0,food taste different feel eating kfc chicken
1558,4.0,friend hungry shopping ordered smoky chicken rice bowl awaited almost minute order done late since hungry disappointing coming smoky chicken nothing tasty normal piece cooked felt different coming service self service seating area good
1559,1.0,worst ever kfc lunch great fan kfc always liked decided eat kfc anymore chicken like rubber able eat thrown everything definitely using medicine fast growth chicken please order kfc anymore
1560,1.0,crispy stuff inside burger yuk
1561,5.0,excellent job
1562,1.0,smoky grilled worst chicken ever tasted throw away chicken really dissatisfied kfc never visit kfc
1563,4.0,nice store outlet kfc came quick snack usual reason go kfc like zinger burger lot introduced new krunchy zinger burger try yet choice krushers good tried blue flavoured one overall good store come friend quality kfc food
1564,3.0,
1565,5.0,v good
1566,1.0,delivery suck customer service dropped pathetic customer service rude delivery guy manner speak woman never order kfc continue misbehave ill treat customer pay chucked india like mac donalds okay never threaten customer guy never order hope shut respect customer disgusted kfc
1567,1.0,worst delivery
1568,4.0,gud
1569,5.0,deliver fast good guy
1570,5.0,good
1571,5.0,good
1572,1.0,ordered chicken popcorn rice blow chicken popcorn missing boneless strip pc
1573,5.0,excellent
1574,3.0,good
1575,1.0,late
1576,4.0,grilled chicken good
1577,4.0,ok
1578,4.0,even though made payment via paytm delivery boy asked money kfc asked collect money forwarded screen shot related payment disappointed might app issue hope wo repeat
1579,1.0,worst quality nd quantity hate kfc
1580,5.0,good
1581,2.0,taste reached expectation per kfc brand
1582,5.0,excellent
1583,5.0,
1584,5.0,nyc
1585,1.0,ordered food waited hr response cancelled order wen done waiting next day ordered waited response cancelled waiting half hr bad service
1586,3.0,crunchy burger bad tried something burger horribly failed
1587,5.0,delivery fast perfect
1588,1.0,worst
1589,4.0,good
1590,2.0,chicken piece white rice
1591,5.0,nice
1592,4.0,nice
1593,5.0,super
1594,5.0,love kfc
1595,5.0,good
1596,5.0,yfjgz
1597,4.0,good
1598,4.0,kfc kentucky fried chicken every one know place review came quick meal new launch item krunchy burger u see lot add store quite neat clean might reason r two table staff quite good nd cool order krunchy box hit wing really nice hash brown potato liked taste actually palate coming burger crunch added burger make feel crisp coming chicken side burger crispy soft good want give buts u option box fill ur stomach pic decent heavy one box included tax keep going good guy see u
1599,2.0,properly fried
1600,4.0,far best kadhi chawal hyderabad veg thalis amazing paneer lababdar finger licking think twice place order place
1601,5.0,best north indian food town flavour well seasoned much satisfied reasonable pricing well ordered naan combo given fair quantity relation price would love go
1602,5.0,one line review great food something taste brings delhite essence food staff also nice thier playlist great
1603,3.0,ordered lucknawi chicken pulao good amount chicken delivered hot food spicy unable enjoy taste
1604,5.0,bored taking north indian food south indian restaurant must try limited yet handcrafted north indian cuisine norfest rapidly increasing presence city strongly recommend city dweller stop unique chain affordable price premium quality service must makki di roti sarson da saag still feel mellowing taste dish
1605,4.0,norfest northern food feat serf well name large menu catering need group individual combo food suggestion dal makkhani must everything menu great treat vegetarian non vegetarian soft fresh food great delivery order home work looking yummmm north indian food reach norfest
1606,4.0,review delivery ordered mix veg time looked ok tasted far better dry curry serving veggie plenty dryness reducing absolutely love place hope better experience nect time review second time place first time got delivered ordered paneer butter masala mix veg great quantity quality place amazing north indian foood glad zomato bringing vihanga area frequently ordering nothing complain best north indian food order
1607,3.0,recently went eat paranthas need lot improvement earlier non veg dish online order good ambience good
1608,4.0,loved good food reasonable price paneer lababdar daal makhni place good also tried aloo kulcha also good though chole served kulcha need improved
1609,4.0,tried vegetarian food take away dal makhani must try tried kadai paneer couple subtle flavorful malai kofta gravy sweeter side
1610,1.0,ordered food one guy called nd said food available restaurant guy called nd declined order food available taken order
1611,1.0,ordered lucknowi veg galouti kebab paratha zomato quality kebab need serious improvement oily
1612,5.0,ordered paneer makhani norfest would mark finest paneer makhani ever paneer soft gravy amazing dish made meet utmost perfection recommend well
1613,5.0,simple line good thing come small package people love authentic north indian desi type place visit remember eat shopping mall restaurant price reasonable kept menu simple like restaurant menu book struggle order tried veg non veg starter main course bite appreciate good
1614,5.0,time favourite mutton galuati kabab paneer mirch wala favourite also one taste awesome
1615,5.0,amritsari kulcha chole must try restaurant located happening place yet economical option provides value money portion size really good recommended carefully order avoid wastage
1616,3.0,well first time ordered norfest dhaba ordered mutton combo meal contains rice dal makhani paratha mutton pocket pinch r however disappointed quantity food price range providing proper portion moreover mutton well cooked small piece bone meat kindly donot deceive customer like good packaging gave three star quality
1617,1.0,ordered punjabi chicken experience horrible costly thing r le quantity hardly one person eat food fresh stale smelling throw away neither zomato ppl lsitened query wud suggest order u easily get price good restaurant
1618,4.0,really good meal reasonable price quantity perfect lot le ordered paneer combo shikanji norfest dhaba probably one best packaging material looking box started feeling hungry part meal disappointed shikanji something could brag
1619,5.0,greeted warmly experienced people explaining various dish available one best place town searching really tasty food loved taste specially butter chicken definitely recommend friend
1620,4.0,opened sln terminal visitied lunch time shop food court ambience paneer combo must try dal makhani really good another thing amritsari kulcha chole kulcha good chole made better overall must go place northside taste
1621,4.0,must try place north indian food lover kebab item highly recommended problem part food court item decently priced tasty
1622,4.0,finally someone make food could call north indian amazing place typical north indian type brunch dinner con would prefer proper place definitely visiting
1623,1.0,fake rating beware ordered galouti kabab dhaba chicken pathetic nowhere close name dish orange galouti kabab yellow paratha dhaba chicken gravy tasted like toor daal
1624,4.0,food tasty bit world famous kheer try starter amazing try thali taste everything
1625,4.0,punjabi thali awesome dal makhani mix mushroom recommended however cost reduced bit particular thalis
1626,3.0,last time ordered mutton rogan josh amazing today fresh bone meat sad favourite restaurant going quality
1627,3.0,place located food court sln terminus first branch norfest city seating food court kiosk dhaba feel copper vessel counter containing frequent item like rice chole winter fortunate makki ki roti sarson ka saag makki ki roti bit thick served homemade white butter makhan saag good lacked salt flavor decent mix sarson garlic peices next thing amritsari kulcha chole must try must norfest kulcha alone sufficient fill one person chole along might bit le refill taste kulcha great luck bad get le filled kulcha well chole perfect compliment taste good final dish paneer lababdaar garlic naan curry lacked salt upto mark term taste overall recommended vfm taste
1628,4.0,good north indian food ordered couple time visited restaurant though ca talk abt experience food good
1629,4.0,giving satisfaction hunger brings value money get tired ordering food restaurant awesome fabulous feedthehunger
1630,3.0,ordered mix veg tandoori rotis curry tasty however felt much bean overall good experience order
1631,4.0,good taste best place special thalis complete punjabi taste chaachh one good punjabi taste hyderabad must go least
1632,5.0,shocked ever life food taste like th common food court india visit day impressed veg galaouti kabab flavour smoothness texture binding combination paratha big fan norfest simply located food court necessary unessary interior simple fresh love food order something like jaljeera green lassi salted veg galaouti love non veg galaouti kheer feel little thin love food keep guy wish good luck highly recommended north food lover chandni chauk bhool jaoge full copy delhi high street good job
1633,3.0,hv away hyderabad year coming back brother told dalnmakhni place said amazing ordered couple item along dal makhni doubt dal makhni nice ca compared delhi dal makhni menu crisp overall food really nice would rate place
1634,5.0,far one best restaurant north indian cuisine go outlet ordering food thalis really fabulous veg quantity sufficient one person quality really consistent also offer lucknowi biryani different normal hyderabadi biryani meat rice mixed well typical awadhi pulaao overall great restaurant satisfy north indian taste bud
1635,5.0,best place authentic north indian food reasonably priced great ambience dal makhani definitely best hyderabad
1636,5.0,veggie get difficult find good vegetarian food every time food place really good wonder able maintain consistency term quality quantity every single time overall review best place north indian food
1637,4.0,place good taste also good best kebab nice except galawati kebab good lucknow one portion quite small service fast
1638,4.0,lunch norfest gachibowli big fan place love combo ordered veg galouti kebab come paratha underneath mint chutney mast mast would loved little well done though came veg combo butter rotis mixed veg curry corn carrot pea capsicum potato aloo onion mix basmati rice daal makhani absolutely loved mixed veg curry roti combo daal makhani makhan makhani little daal tasty nonetheless norfest operational pvr galleria punjagutta hence becomes closer location paratha combo also strong recommendation norfest
1639,5.0,best butter chicken nice service staff really friendly definitely visit highly recommended people looking north indian food
1640,5.0,best butter chicken ever u looking authentic north indian food good price best place highly recommended service food ambience
1641,5.0,never ordered many time deluxe thali good quality well forward go sometime
1642,3.0,heavy punjabi food perfect place savor typical dhaba style punjabi dish popular outlet home delivery however place common food court space available well food served hot taste yumm chola masala paneer dominating quantity chola
1643,5.0,suggested one best friend place fire come taste north indian food ordered amritsari kulcha chole veg combo paneer combo sweet lassi must say dish damn yummy hyderabad missing good punjabi food place came rescue superb taste specially paneer sabji amritsari buttery kulcha food court well ambient great time must visit one miss north indian food
1644,1.0,served bad quality chicken even second time mixed kebab chicken butter chicken variety chicken mixed chicken half cooked bad smell
1645,1.0,much appreciation tempted punjabi thali ordered wait worth dal flavoured colour paneer delicious soft wont recommend vegetarian punjabi thali
1646,3.0,definitely promise decent meal known timely delivery packaging norfest disappoint starter platter enough two people perfectly cooked two piece tangdi kebab malai kebab angara kebab might leave lasting impression general well marinated taste good punjabi non veg thali perfectly packed meal box raita thali veg curry definitely need mention one ignore dal makhani wake dal makhani stirring dal sunks bottom sleep felt bit thicker consistency chicken delicious mild spicies rotis hard tough tear usual packaging side effect raita definitely need mention delicious texture taste rice kheer
1647,5.0,place eat overwhelmed looking quantity awesome taste authentic north india ordered rajma rice amritsari kulccha chhole paneer daal makhni tandoori roti every bit scrumptious though could find friend pratik owner place well enjoying food rather chit chat thanks great offering
1648,1.0,ordered today veg thali via uber eats reading review expected nice contrary pathetic experience item wise feedback butter made full maida instead butter seems like used edible oil recycled called rotis call naan actually carrot rotten sure asked provide anyways paneer much stale hard chew sure exceeded expiry date dal makhani good loved entire meal liked mix vegetable bean gravy taste awful mix raita curd part good boondi used really stale taste like grease hope take action cheat customer name authentic punjabi nice review
1649,5.0,best dal makhani butter chicken place hyderabad located sln terminus floor big place serve amazing punjabi food reasonable price
1650,3.0,place dinner ordered fallout kebab starter quiet main course ordered dal makhni butter chicken paneer lababdar lacha makhni good even butter chicken tasty lacha lababdar sweet lassi good food
1651,4.0,food usp tasted great favourite punjabi butter chicken bone aroma n taste salivating writing even thing feel little burn pocket
1652,5.0,food delicious service rakesh rangadhar chinmoy good food served u pan additional cost really delighted u
1653,5.0,amazing food probably best north indian food hyderabad loved rajma chawal kadi chawala dal makhani saviour north indian
1654,1.0,reading good review went place search reach place ordered punjabi non veg spl thali amruthsari kulcha chole wondered looking quantity item small quantity taste food ok read review great non veg spl thali providing peach chicken gravy spl non veg thali great joke vfm providing drinking water provide drinking water axis bank card give disount ordering denied completing food went showing mobile restaurant webiste gave discount arguing give
1655,4.0,list reason able make recently went lunch colleague impressed level activity place serving huge no online order rather small kitchen housed food court ordered mutton galouti kebab veg seekh kebab paneer kadhai butter chicken dal tadka tandoori rotis jeera rice mutton kebab delicious mouth leave wondering kind possible improvement could made bit le salty strictly nitpicking veg seekh kebab arrived slightly late good mutton still held good taste star u butter chicken slightly tangy moderately spicy slightly sweet incredibly smooth buttery huge piece chicken bowled impressed paneer kadhai actually decent tasty failed capture attention dal rotis good paled comparison magic butter chicken le impressive dish among lot jeera rice almost devoid flavour except salt could better good experience cant say value money food impressive general worth visit day thanks food ambience food court setup service vfm tad expensive probably justified quality taste food
1656,5.0,good food great service coming since year best thing always stable food quality service good place hangout love
